사업장명,업종구분대분류,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,지번주소,도로명주소,도로명우편번호,데이터갱신일자
제주농어촌장가보내기운동본부,방문판매업,20100810,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 애월읍 하귀*리 ***번지,제주특별자치도 제주시 애월읍 일주서로 ****-*,,2018-08-31 23:59:59
룸비니국제결혼정보,방문판매업,20100812,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 삼도*동 ***번지 *호 *층,"제주특별자치도 제주시 관덕로*길 ** (삼도이동,*층)",,2018-08-31 23:59:59
제주명품엔,방문판매업,20100920,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 삼도일동 ***번지 서사라상가*층,,,2018-08-31 23:59:59
제일F&B,방문판매업,20100930,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 노형동 ***번지 태평빌딩*층정다운마트내,"제주특별자치도 제주시 원노형로 ** (노형동,태평빌딩*층정다운마트내)",,2018-08-31 23:59:59
제주에스랜드상담센터,방문판매업,20101018,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ***번지 *호 *층,"제주특별자치도 제주시 노연로 ** (연동,*층)",,2018-08-31 23:59:59
해피월드,방문판매업,20101110,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ***번지 **호 로얄쇼핑*층,"제주특별자치도 제주시 신대로**길 ** (연동,로얄쇼핑*층)",,2018-08-31 23:59:59
영원통상 영농조합법인,방문판매업,20101206,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이호*동 ****번지 *호,제주특별자치도 제주시 테우해안로 *** (이호일동),,2018-08-31 23:59:59
한국야쿠르트 동제주점,방문판매업,20110103,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 일도*동 **번지 *호,제주특별자치도 제주시 연신로 ** (일도이동),,2018-08-31 23:59:59
주주산업,방문판매업,20060830,,취소/말소/만료/정지/중지,,,,,,제주시 삼도 *동 ***-*,,,2018-08-31 23:59:59
제주비타애프앤비,방문판매업,20060926,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 노형동 ***번지 *호 ***호,"제주특별자치도 제주시 진군길 **-* (노형동,***호)",,2018-08-31 23:59:59
수앤수,방문판매업,20061206,,취소/말소/만료/정지/중지,,,,,,제주시 이도 *동 ****-**층,,,2018-08-31 23:59:59
로제트,방문판매업,20100105,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 일도일동 ****번지 지하,"제주특별자치도 제주시 신산로 * (일도일동,지하)",,2018-08-31 23:59:59
한솔기획,방문판매업,20110712,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 용담*동 ***번지 *호 지하,"제주특별자치도 제주시 서문로 ** (용담일동,지하)",,2018-08-31 23:59:59
고와지는,방문판매업,20110926,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ***번지 *호 연빌딩 *층,"제주특별자치도 제주시 연삼로 ** (연동,연빌딩 *층)",,2018-08-31 23:59:59
H·K 코리아,방문판매업,20110926,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 일도*동 ***번지 **호 향천빌딩 *층,"제주특별자치도 제주시 고마로 ** (일도이동,향천빌딩 *층)",,2018-08-31 23:59:59
코리아럭셔리트래블클럽(주),방문판매업,20111026,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ***번지 **호 태홍누리안 ***호,"제주특별자치도 제주시 삼무로 **, ***호 (연동,태홍누리안)",,2018-08-31 23:59:59
태양정보통신,방문판매업,20051108,,취소/말소/만료/정지/중지,,,,,,제주시 삼도 *동 ***-**,제주특별자치도 제주시 전농로*길 ** (삼도일동),,2018-08-31 23:59:59
토마리온제주지사,방문판매업,20091210,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ****번지 *호,제주특별자치도 제주시 과원로 ** (연동),,2018-08-31 23:59:59
(주)엔케이에이치,방문판매업,20081015,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도일동 ****번지 **호 *층,"제주특별자치도 제주시 광양*길 * (이도일동,*층)",,2018-08-31 23:59:59
차귀도섬풍경팬션,방문판매업,20081027,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 한경면 고산리 ****번지,제주특별자치도 제주시 한경면 노을해안로 ****-*,,2018-08-31 23:59:59
(주)청정초,방문판매업,20080209,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 노형동 ***번지 *호 삼부빌딩 ***호,"제주특별자치도 제주시 원노형*길 **, ***호 (노형동,삼부빌딩)",,2018-08-31 23:59:59
주식회사 별나라,방문판매업,20090211,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 오라일동 ****번지 *층,,,2018-08-31 23:59:59
헬스모아,방문판매업,20090430,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도이동 ****번지 **호 (지하*층),"제주특별자치도 제주시 동광로*길 * (이도이동,(지하*층))",,2018-08-31 23:59:59
(주)리즈파크,방문판매업,20080227,,취소/말소/만료/정지/중지,,20131128.0,20150730.0,,,제주특별자치도 제주시 애월읍 상귀리 ***번지,제주특별자치도 제주시 애월읍 상귀서길 **-**,,2018-08-31 23:59:59
아쿠아리택,방문판매업,20080312,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ***번지 **호 로얄쇼핑,"제주특별자치도 제주시 신대로**길 ** (연동,로얄쇼핑)",,2018-08-31 23:59:59
케이지씨 제주탐라지사,방문판매업,20080326,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 도남동 **번지 *호,제주특별자치도 제주시 독짓골*길 ** (도남동),,2018-08-31 23:59:59
명현종합유통,방문판매업,20080418,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ****번지 *호 정광쉐르빌 ***호,"제주특별자치도 제주시 도령로**길 *, ***호 (연동,정광쉐르빌)",,2018-08-31 23:59:59
네들바이오,방문판매업,20080627,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도*동 ****번지 **호,,,2018-08-31 23:59:59
쿨스터디해냄교육원,방문판매업,20080701,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도이동 ****번지 신산하이츠빌라상가 ***호,"제주특별자치도 제주시 고산동산*길 *, ***호 (이도이동,신산하이츠빌라상가)",,2018-08-31 23:59:59
마임노형북부지사,방문판매업,20100302,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ***번지 *호 *층,"제주특별자치도 제주시 선덕로 ** (연동,*층)",,2018-08-31 23:59:59
제주북부마임지사,방문판매업,20100331,,취소/말소/만료/정지/중지,,,,,,,제주특별자치도 제주시 고마로 ** (일도이동),,2018-08-31 23:59:59
동국라이프,방문판매업,20100413,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도일동 ****번지 *호,제주특별자치도 제주시 중앙로**길 * (이도일동),,2018-08-31 23:59:59
주식회사 제이아이티,방문판매업,20100416,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도이동 ****번지 *호 홍주빌딩 *층,"제주특별자치도 제주시 연삼로 ***-* (이도이동,홍주빌딩 *층)",,2018-08-31 23:59:59
(주)제주올인투어,방문판매업,20100430,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ***번지 **호 *층,"제주특별자치도 제주시 신대로*길 ** (연동,*층)",,2018-08-31 23:59:59
향기나는 화장품,방문판매업,20100603,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ****번지 ***호,"제주특별자치도 제주시 국기로*길 ** (연동,***호)",,2018-08-31 23:59:59
신인상사,방문판매업,20100610,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도일동 ****번지 *호 지하,"제주특별자치도 제주시 관덕로*길 ** (이도일동,지하)",,2018-08-31 23:59:59
마임한림지사,방문판매업,20100715,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 한림읍 한림리 ****번지 *호 한림중앙상가 *층 ***호,제주특별자치도 제주시 한림읍 한림북동길 * (한림중앙상가 *층 ***호),,2018-08-31 23:59:59
제주프뢰벨,방문판매업,19960831,,취소/말소/만료/정지/중지,,,,,,제주시 삼도 *동 ***-**,,,2018-08-31 23:59:59
남양알로에동부특약점,방문판매업,19960907,,취소/말소/만료/정지/중지,,,,,,제주시 일도 *동 ****-*,,,2018-08-31 23:59:59
월드더원제주지사,방문판매업,20120530,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ***번지 **호  지하,"제주특별자치도 제주시 신대로**길 *, 지하층 (연동)",,2018-08-31 23:59:59
다솔결혼정보,방문판매업,20120621,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 삼도*동 ***번지 *호,제주특별자치도 제주시 관덕로*길 ** (삼도이동),,2018-08-31 23:59:59
포근한세상,방문판매업,20120705,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 건입동 ****번지 **호,제주특별자치도 제주시 동문로 **-* (건입동),,2018-08-31 23:59:59
거성쇼핑,방문판매업,20121022,,취소/말소/만료/정지/중지,,,,,,,"제주특별자치도 제주시 중앙로 ** (일도일동, 천년타워*층)",,2018-08-31 23:59:59
해플,방문판매업,20121022,,취소/말소/만료/정지/중지,,,,,,,"제주특별자치도 제주시 복지로*길 **, *층 (도남동)",,2018-08-31 23:59:59
코리아오피스,방문판매업,20121026,,취소/말소/만료/정지/중지,,,,,,,제주특별자치도 제주시 다랑곶길 ** (노형동),,2018-08-31 23:59:59
하이텔레콤제주지사,방문판매업,20080813,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 노형동 ****번지 *호 동마빌딩 *층 ***호,"제주특별자치도 제주시 월랑로 **, ***호 (노형동,동마빌딩 *층)",,2018-08-31 23:59:59
지인텔,방문판매업,20080828,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 용담일동 ***번지 **호 *층,"제주특별자치도 제주시 서문로 ** (용담일동,*층)",,2018-08-31 23:59:59
명품세상,방문판매업,20060427,,취소/말소/만료/정지/중지,,,,,,제주시 이도 *동 ****-*,,,2018-08-31 23:59:59
정훈그룹,방문판매업,20100716,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ***번지 *호 *층,"제주특별자치도 제주시 노연로 ** (연동,*층)",,2018-08-31 23:59:59
주식회사 천상,방문판매업,20110328,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 아라이동 ****번지 *호,제주특별자치도 제주시 중앙로 *** (아라이동),63246.0,2018-08-31 23:59:59
협성상사,방문판매업,20070124,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도일동 ****번지 **호 *층,제주특별자치도 제주시 동광로*길 ** (이도일동),,2018-08-31 23:59:59
제주하나로고객서비스,방문판매업,20070718,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ***번지 *호,제주특별자치도 제주시 신대로 ** (연동),,2018-08-31 23:59:59
건국유업제주점,방문판매업,20180213,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 오라삼동 ****번지 *호 *층,"제주특별자치도 제주시 연미길 **, *층 (오라삼동)",63145.0,2018-08-31 23:59:59
주식회사 제주한울,방문판매업,20180220,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 한림읍 동명리 ***번지 *호,제주특별자치도 제주시 한림읍 누운오름로 *,63014.0,2020-11-07 02:40:00
로하스 디시 아울렛,방문판매업,20130228,,취소/말소/만료/정지/중지,,,,,,,"제주특별자치도 제주시 월랑로**길 * (노형동, 천안빌딩)",,2018-08-31 23:59:59
행운대우자동차판매,방문판매업,19980213,,취소/말소/만료/정지/중지,,,,,,제주시 도남동 **-*,,,2018-08-31 23:59:59
서광상사,방문판매업,20110816,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 건입동 ****번지 **호,제주특별자치도 제주시 동문로 **-* (건입동),,2018-08-31 23:59:59
마임삼도지사,방문판매업,20070613,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 삼도일동 ***번지 *호 *층,"제주특별자치도 제주시 서광로 *** (삼도일동,*층)",,2018-08-31 23:59:59
마임일도남부지사,방문판매업,20130828,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 일도이동 ***번지 **호 수은빌딩,"제주특별자치도 제주시 천수로 **, 수은빌딩 (일도이동)",63255.0,2018-12-15 02:40:00
(주)태웅,방문판매업,20130916,,취소/말소/만료/정지/중지,,,,,,,"제주특별자치도 제주시 선덕로 **-*, *층 (연동, 동성빌딩)",63134.0,2018-08-31 23:59:59
나르지오 신제주통숲,방문판매업,20131022,,취소/말소/만료/정지/중지,,,,,,,제주특별자치도 제주시 신대로 *** (연동),63122.0,2018-08-31 23:59:59
르네세,방문판매업,20131108,,취소/말소/만료/정지/중지,,,,,,,제주특별자치도 제주시 우정로 ** (외도일동),,2018-08-31 23:59:59
복내통신유통망,방문판매업,20070823,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도일동 ****번지 *호 *층,"제주특별자치도 제주시 전농로 *** (이도일동,*층)",,2018-08-31 23:59:59
하늘정보,방문판매업,20070824,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도일동 ****번지 *호 *층,"제주특별자치도 제주시 전농로 *** (이도일동,*층)",,2018-08-31 23:59:59
KTA,방문판매업,20070824,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도이동 ****번지 *호 제일빌딩 *층,"제주특별자치도 제주시 연삼로 ***, *층 (이도이동, 제일빌딩)",63223.0,2019-10-26 02:40:00
아모레한라특약점,방문판매업,19981229,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 삼도이동 ***번지 **호 수현빌딩 *층,"제주특별자치도 제주시 서사로 ** (삼도이동,수현빌딩 *층)",,2018-08-31 23:59:59
우리들1318,방문판매업,20060105,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도이동 ***번지 **호 *층,"제주특별자치도 제주시 가령로 * (이도이동,*층)",,2018-08-31 23:59:59
금강상사,방문판매업,20150514,,취소/말소/만료/정지/중지,,,,,,,"제주특별자치도 제주시 임항로 **, *층 (건입동)",63277.0,2018-08-31 23:59:59
건강생활 제주지점,방문판매업,20050411,,취소/말소/만료/정지/중지,,,,,,제주시 이도 *동 ****-*,,,2018-08-31 23:59:59
건강사랑제주대리점,방문판매업,20150713,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ***번지 *호 비산쉐르빌 가동 ***호,"제주특별자치도 제주시 선덕로*길 **, 가동 ***호 (연동, 비산쉐르빌)",63135.0,2019-12-25 02:40:00
삼다유통,방문판매업,20091210,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 용담이동 ***번지 **호,제주특별자치도 제주시 용해로 *** (용담이동),,2018-08-31 23:59:59
디씨아울렛,방문판매업,20150824,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 한림읍 한림리 ***번지 *호,"제주특별자치도 제주시 한림읍 한림중앙로 **, *층",63032.0,2018-08-31 23:59:59
해피월드,방문판매업,20080930,,취소/말소/만료/정지/중지,,,,,,,"제주특별자치도 제주시 조천읍 신북로 ***, *층",63331.0,2018-08-31 23:59:59
포근한세상,방문판매업,20111108,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 화북*동 ****번지 *호 지하*층,"제주특별자치도  일주동로 ***, 지하*층",,2018-08-31 23:59:59
(주)제주평화추모공원,방문판매업,20111109,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 노형동 ****번지 **호 갤러리빌딩 *층,"제주특별자치도 제주시 도령로 **, *층 (노형동)",63098.0,2018-08-31 23:59:59
주식회사 내추럴삼다,방문판매업,20111115,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ***번지 **호 *층,"제주특별자치도 제주시 신대로 ***, *층 (연동)",,2018-08-31 23:59:59
나노플러스,방문판매업,20111118,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 용담*동 ***번지 *호,제주특별자치도 제주시 서문로 ** (용담일동),,2018-08-31 23:59:59
삼풍메디칼,방문판매업,20100311,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 일도일동 ****번지 **호 *층,"제주특별자치도 제주시 중앙로**길 **-*, *층 (일도일동)",,2018-08-31 23:59:59
모녀상사,방문판매업,20090827,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도이동 ****번지 *호 ***호,"제주특별자치도 제주시 광양**길 **, ***호 (이도이동)",,2018-08-31 23:59:59
주식회사 지앤피코리아,방문판매업,20091006,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 삼도이동 ***번지 진도빌딩 *층,"제주특별자치도 제주시 남성로**길 ** (삼도이동,진도빌딩 *층)",,2018-08-31 23:59:59
스카이나인,방문판매업,20091022,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 노형동 ****번지 *호 아란야플라자*층,"제주특별자치도 제주시 월랑로*길 * (노형동,아란야플라자*층)",,2018-08-31 23:59:59
삼성메디칼,방문판매업,20091111,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 한경면 신창리 ***번지 *호,제주특별자치도 제주시 한경면 신한로 **,,2018-08-31 23:59:59
한성실업,방문판매업,20080926,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 일도일동 ****번지,제주특별자치도 제주시 신산로 * (일도일동),,2018-08-31 23:59:59
나르지오 워킹화 제주판매센터,방문판매업,20120725,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ****번지 *호 대원빌라*차 ***호,"제주특별자치도 제주시 도령로**길 **-*, ***호 (연동, 대원빌라*차)",63126.0,2018-08-31 23:59:59
태성기획,방문판매업,20120809,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도*동 ****번지 *호,제주특별자치도 제주시 중앙로**길 * (이도일동),,2018-08-31 23:59:59
희망통신,방문판매업,20120918,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 노형동 ***번지 **호 ***,"제주특별자치도 제주시 진군*길 **, ***호 (노형동)",,2018-08-31 23:59:59
(주)디지털스페이스,방문판매업,20080116,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 삼도이동 ***번지 *호,제주특별자치도 제주시 서사로 ** (삼도이동),,2018-08-31 23:59:59
마임제주삼도중부지사,방문판매업,20150209,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 삼도일동 ***-**,"제주특별자치도 제주시 서광로 ***, *층 (삼도일동)",63182.0,2025-05-10 02:40:00
해피아울렛,방문판매업,20150713,,취소/말소/만료/정지/중지,,,,,,"제주특별자치도 제주시 이도이동 ****번지 **호 아람빌딩 *, *층","제주특별자치도 제주시 신성로**길 **, 아람빌딩 *, *층 (이도이동)",63206.0,2020-05-06 02:40:00
한라이벤트,방문판매업,20060410,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 삼도일동 ***번지 서사라시장 *층,,,2018-08-31 23:59:59
조이인터내셔널(주),방문판매업,20070920,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 노형동 ****번지 *호 단일빌딩 *층,"제주특별자치도 제주시 노형로 *** (노형동,단일빌딩 *층)",,2018-08-31 23:59:59
한라이벤트,방문판매업,20071221,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 구좌읍 세화리 ****번지 *호,제주특별자치도 제주시 구좌읍 세화**길 *,,2018-08-31 23:59:59
한국OH,방문판매업,20070621,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ***번지 *호 *층,"제주특별자치도 제주시 신광로 ** (연동,*층)",,2018-08-31 23:59:59
바이온텍의료기,방문판매업,20020801,,취소/말소/만료/정지/중지,,,,,,제주시 이도 *동 ****-**동광빌딩 *층,,,2018-08-31 23:59:59
대우자동차서제주영업소,방문판매업,20020918,,취소/말소/만료/정지/중지,,,,,,제주시 용담 *동 ****,제주특별자치도 제주시 서광로 ** (용담이동),,2018-08-31 23:59:59
케이엠피시제주대리점,방문판매업,20030805,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 애월읍 고성리 ****번지 *호,제주특별자치도 제주시 애월읍 고성*길 *-*,,2018-08-31 23:59:59
지안컴퍼니,방문판매업,20160308,,취소/말소/만료/정지/중지,,,,20180706.0,,제주특별자치도 제주시 조천읍 조천리 ****번지 *호 일이삼타운 ***호,"제주특별자치도 제주시 조천읍 조천북*길 **, 일이삼타운 ***호",63331.0,2021-09-08 02:40:00
와이제이 로하스,방문판매업,20180716,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 삼도이동 ***번지 *호 *층,"제주특별자치도 제주시 관덕로*길 **, *층 (삼도이동)",63168.0,2019-05-15 02:40:00
㈜밥고래푸드,방문판매업,20070110,,취소/말소/만료/정지/중지,,,,,,제주시 추자면 신양리 ***-*,,,2018-08-31 23:59:59
주식회사 보탬네트웍스,방문판매업,20160127,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도이동 ****번지 *호 ***호,"제주특별자치도 제주시 구남동*길 **-*, ***호 (이도이동)",63232.0,2018-08-31 23:59:59
해피 아울렛,방문판매업,20160531,,취소/말소/만료/정지/중지,,,,,,,"제주특별자치도 제주시 동광로 ***-*, *층 (일도이동, 평화다세대)",63275.0,2018-08-31 23:59:59
진솔주식회사,방문판매업,20161205,,취소/말소/만료/정지/중지,,,,,,,제주특별자치도 제주시 남성로 **-* (용담일동),63174.0,2018-08-31 23:59:59
주식회사 포인트이노베이션,방문판매업,20171113,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 삼도일동 ***번지 **호 *층,"제주특별자치도 제주시 서광로 ***, *층 (삼도일동)",63183.0,2018-11-07 02:37:43
비즈 기가토피아,방문판매업,20140804,,취소/말소/만료/정지/중지,,,,,,,제주특별자치도 제주시 원남*길 ** (도남동),63234.0,2018-08-31 23:59:59
(주)제이웰그린,방문판매업,20190930,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 아라일동 ***번지 *호,제주특별자치도 제주시 제주대학로 ** (아라일동),63243.0,2020-06-04 02:40:00
윤선생 영어교실,방문판매업,20191224,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 한경면 저지리 ****번지,"제주특별자치도 제주시 한경면 연명로 ***-*, ***호",63005.0,2021-09-02 02:40:00
주름펴는손 인셀덤울진점,방문판매업,20200210,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도일동 ****번지 *호 광양미화연립주택,"제주특별자치도 제주시 서광로**길 **, *층 ***호 (이도일동, 광양미화연립주택)",63198.0,2020-07-30 02:40:00
꿈의 인셀덤,방문판매업,20200129,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ***번지 **호,"제주특별자치도 제주시 신광로 **, **층 ****호 (연동)",63132.0,2020-06-05 02:40:00
린다컴온,방문판매업,20230324,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 외도일동 ***-* 좋은하루빌,"제주특별자치도 제주시 우정로*길 **-*, ***호 (외도일동, 좋은하루빌)",63070.0,2025-04-09 02:40:00
제주남부가온지사,방문판매업,20201030,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도이동 **** 전원파크맨션,"제주특별자치도 제주시 신성로**길 **, *층 ***호 (이도이동, 전원파크맨션)",63206.0,2024-03-27 02:40:00
이설희 코스메틱,방문판매업,20220926,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도이동 ****-*,"제주특별자치도 제주시 구남동*길 **, ***호 (이도이동)",63231.0,2023-12-06 02:40:00
임지선 코스메틱,방문판매업,20220926,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 애월읍 하귀*리 ***-* 파스텔빌리지,"제주특별자치도 제주시 애월읍 하광로 ***, ***동 ***호 (파스텔빌리지)",63059.0,2023-12-06 02:40:00
제주쏠베라,방문판매업,20210330,,취소/말소/만료/정지/중지,,,,,,,"제주특별자치도 제주시 애월읍 하귀*길 **, ***동 ****호 (제주하귀휴먼시아*단지)",63054.0,2023-05-26 08:48:36
바다닥터 제주한라,방문판매업,20220801,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ****-* 연동 엘리시아 아파트,"제주특별자치도 제주시 도령로**길 *, *층 (연동, 연동 엘리시아 아파트)",63126.0,2024-03-29 02:40:00
한라명품관,방문판매업,20090420,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 한림읍 한림리 ****번지 *호,제주특별자치도 제주시 한림읍 한림중앙로 **,,2018-08-31 23:59:59
주식회사 글로벌탑익스체인지,방문판매업,20181212,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 아라일동 ****번지 *호 아라지엘지 *층 B-**호,"제주특별자치도 제주시 아란*길 **-*, 아라지엘지 *층 B-**호 (아라일동)",63237.0,2019-05-15 02:40:00
