업체 명부 번호,생산시작시기_유리사상체,생산계획량_유리사상체,생산량_유리사상체,육상시설 면적_유리사상체,해상 면적(가이식 시설)_유리사상체,종자생산방식_유리사상체_1,종자생산방식_유리사상체_2,종자생산방식_유리사상체_3,종자생산방식_유리사상체_4,종자생산방식_기타,국내_판매량_유리사상체,국내_판매금액_유리사상체,국내_생산시점_유리사상체,국내_판매방법_유리사상체_1,국내_판매방법_유리사상체_2,국내_판매방법_유리사상체_3,국내_판매처_유리사상체_1,국내_판매처_유리사상체_2,국내_판매처_유리사상체_3,국내_판매처_유리사상체_기타,국내_운송방법_유리사상체_1,국내_운송방법_유리사상체_2,국내_운송방법_유리사상체_3,국내_운송방법_유리사상체_기타,국내_판매_출하시기_유리사상체,해외_판매량_유리사상체,해외_판매금액_유리사상체,해외_생산시점_유리사상체,해외_판매_출하시기_유리사상체,자가활용현황 및 활용량_유리사상체,전체 폐사량_유리사상체,원인별폐사량_자연감모_유리사상체,원인별폐사량_질병_유리사상체,원인별폐사량_자연재해_유리사상체,원인별폐사량_외부사고_유리사상체,선별_폐기량 현황_유리사상체,냉_가온 여부_유리사상체,사육수온_유리사상체,모조 보유 현황_유리사상체,모조 구입현황_국내_수량_유리사상체,모조 구입현황_국내_구입금액_유리사상체,모조 구입현황_해외_수량_유리사상체,모조 구입현황_해외_구입금액_유리사상체,영양제 금액_유리사상체,기타 금액_유리사상체,영양제_공급안항_유리사상체,영양제 구입 합계_유리사상체,생산시작시기_해상채묘용 패각사상체,생산계획량_해상채묘용 패각사상체,생산량_해상채묘용 패각사상체,육상시설 면적_해상채묘용 패각사상체,해상 면적(가이식 시설)_해상채묘용 패각사상체,종자생산방식_해상채묘용_1,종자생산방식_해상채묘용_2,종자생산방식_해상채묘용_3,종자생산방식_해상채묘용_4,종자생산방식_해상채묘용_기타,국내_판매량_해상채묘용,국내_판매금액_해상채묘용,국내_생산시점_해상채묘용,국내_판매방법_해상채묘용_1,국내_판매방법_해상채묘용_2,국내_판매방법_해상채묘용_3,국내_판매처_해상채묘용_1,국내_판매처_해상채묘용_2,국내_판매처_해상채묘용_3,국내_판매처_해상채묘용_기타,국내_운송방법_해상채묘용_1,국내_운송방법_해상채묘용_2,국내_운송방법_해상채묘용_3,국내_운송방법_해상채묘용_기타,국내_판매_출하시기_해상채묘용,해외_판매량_해상채묘용,해외_판매금액_해상채묘용,해외_생산시점_해상채묘용,해외_판매_출하시기_해상채묘용,자가활용현황 및 활용량_해상채묘용,전체 폐사량_해상채묘용,원인별폐사량_자연감모_해상채묘용,원인별폐사량_질병_해상채묘용,원인별폐사량_자연재해_해상채묘용,원인별폐사량_외부사고_해상채묘용,선별_폐기량 현황_해상채묘용,냉_가온 여부_해상채묘용,사육수온_해상채묘용,모조 보유 현황_ 해상채묘용,모조 구입현황_국내_수량_해상채묘용,모조 구입현황_국내_구입금액_해상채묘용,모조 구입현황_해외_수량_해상채묘용,모조 구입현황_해외_구입금액_해상채묘용,영양제 금액_해상채묘용,기타 금액_해상채묘용,영양제_공급안항_해상채묘용,영양제 구입 합계_해상채묘용,생산시작시기_육상채묘용 패각사상체,생산계획량_육상채묘용 패각사상체_패,생산계획량_육상채묘용 패각사상체_책(김발),생산량_육상채묘용 패각사상체_패,생산량_육상채묘용 패각사상체_책(김발),육상시설 면적_육상채묘용 패각사상체,해상 면적(가이식 시설)_육상채묘용 패각사상체,종자생산방식_육상채묘용_1,종자생산방식_육상채묘용_2,종자생산방식_육상채묘용_3,종자생산방식_육상채묘용_4,종자생산방식_기타,국내_판매량_육상채묘용_패,판매량_육상채묘용_책(김발),국내_판매금액_육상채묘용,국내_생산시점_육상채묘용,국내_판매방법_육상채묘용_1,국내_판매방법_육상채묘용_2,국내_판매방법_육상채묘용_3,국내_판매처_육상채묘용_1,국내_판매처_육상채묘용_2,국내_판매처_육상채묘용_3,국내_판매처_육상채묘용_기타,국내_운송방법_육상채묘용_1,국내_운송방법_육상채묘용_2,국내_운송방법_육상채묘용_3,국내_운송방법_육상채묘용_기타,국내_판매_출하시기_육상채묘용,해외_판매량_육상채묘용_패,해외_판매량_육상채묘용_책(김발),해외_판매금액_육상채묘용,해외_생산시점_육상채묘용,해외_판매_출하시기_육상채묘용,자가활용현황 및 활용량_육상채묘용_패,자가활용현황 및 활용량_육상채묘용_책(김발),전체 폐사량_육상채묘용,원인별폐사량_자연감모_육상채묘용,원인별폐사량_질병_육상채묘용,원인별폐사량_자연재해_육상채묘용,원인별폐사량_외부사고_육상채묘용,선별_폐기량 현황_육상채묘용_패,선별_폐기량 현황_육상채묘용_책(김발),냉_가온 여부_육상채묘용,사육수온_육상채묘용,모조 보유 현황_ 육상채묘용,모조 구입현황_국내_수량_육상채묘용,모조 구입현황_국내_구입금액_육상채묘용,모조 구입현황_해외_수량_육상채묘용,모조 구입현황_해외_구입금액_육상채묘용,영양제 금액_육상채묘용,기타 금액_육상채묘용,영양제_공급안항_육상채묘용,영양제 구입 합계_육상채묘용,생산비_인건비,"생산비_모조(엽체), 유리 사상체 구입비",생산비_영양제 구입비,생산비_냉난방비,생산비_자재 구입비,생산비_약품비,생산비_위탁수수료,생산비_차량운반비,기타,생산비_기타,생산비_합계,향후 예정 생산량_유리사상체,향후 예정 생산량_해상채묘용,향후 예정 생산량_육상채묘용_패,향후 예정 생산량_육상채묘용_책(김발)
2018-09000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,10,40000,40000,1992,해당없음,1,,,,,40000,16000,1,1,,,1,,,,2,,,,9,해당없음,해당없음,7,해당없음,1000,2,0,2,0,0,2000,4,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,300,100,0,400,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,2000,400,400,200,200,200,0,400,0,0,3800,해당없음,40000,해당없음,해당없음
2031-09000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,3,1000,1000,247,해당없음,1,,,,,2000,3500,1,1,,,2,,,,1,,,,9,해당없음,해당없음,7,해당없음,1000,해당없음,해당없음,해당없음,해당없음,해당없음,0,4,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,20,0,0,20,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,150,20,20,0,0,10,0,0,0,0,200,해당없음,2000,해당없음,해당없음
2034-09000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,3,20000,20000,644,해당없음,1,,,,,20000,8000,1,1,,,3,,,양파망,1,,,,9,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,300,200,0,500,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,2500,0,500,0,0,0,0,0,비용,1500,4500,해당없음,20000,해당없음,해당없음
2038-09000100,2,28000,100,990,해당없음,3,,,,,100,모름,1,2,,,1,,,,1,,,,9,0,0,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,4,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,10,0,0,10,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,0,0,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,0,0,0,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,0,400,10,20,0,50,0,30,0,0,510,28000,해당없음,해당없음,해당없음
2041-09000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,3,4000,4000,240,해당없음,1,,,,,2000,800,1,1,,,3,,,자가,3,,,자가,해당없음,해당없음,해당없음,7,해당없음,2000,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,4,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,14,0,0,14,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,300,80,14,0,80,0,0,0,비용,180,654,해당없음,4000,해당없음,해당없음
2042-09000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,3,20000,20000,해당없음,1244,3,,,,,20000,8000,2,1,,,1,,,,1,,,,9,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,4,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,250,100,0,350,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,2400,0,350,500,500,100,0,0,0,0,3850,해당없음,20000,해당없음,해당없음
2046-09000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,3,해당없음,750,해당없음,750,해당없음,4950,4,,,,,해당없음,750,20000,1,1,,,1,,,,2,,,,10,0,0,0,7,해당없음,해당없음,0,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,200,0,0,200,12000,2000,200,0,3000,0,0,0,0,0,17200,해당없음,해당없음,해당없음,750
2047-09000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,3,해당없음,750,해당없음,750,해당없음,4950,4,,,,,해당없음,750,35000,2,1,,,1,,,,1,,,,10,해당없음,0,해당없음,7,해당없음,해당없음,0,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,300,0,0,300,18000,3000,300,0,3000,0,0,0,0,0,24300,해당없음,해당없음,해당없음,750
2049-09000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,3,50000,50000,3696,해당없음,1,,,,,50000,20000,2,1,,,1,,,,2,,,,9,해당없음,해당없음,7,해당없음,해당없음,5,0,5,0,0,해당없음,4,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,500,0,0,500,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,2000,500,500,100,200,200,0,300,0,0,3800,해당없음,50000,해당없음,해당없음
2057-09000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,3,65000,60000,2985,해당없음,1,,,,,60000,24000,2,1,,,1,,,,1,,,,9,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,4,해당없음,30,520,2500,해당없음,해당없음,700,0,0,700,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,1100,1300,700,80,80,300,0,0,자재비,4000,7560,해당없음,60000,해당없음,해당없음
2058-09000100,3,150,150,967,해당없음,1,,,,,150,해당없음,2,1,,,1,,,,1,,,,해당없음,0,0,7,해당없음,150,해당없음,해당없음,해당없음,해당없음,해당없음,0,7,해당없음,1,1,300,해당없음,해당없음,200,0,0,200,9,30000,30000,967,해당없음,1,,,,,15000,12000,2,1,,,1,,,,1,,,,해당없음,해당없음,해당없음,7,해당없음,30000,5,0,5,0,0,해당없음,4,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,200,0,0,200,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,700,300,400,100,2200,300,0,0,0,0,4000,150,30000,해당없음,해당없음
2060-09000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,4,25000,해당없음,25000,해당없음,해당없음,858,4,,,,,15000,해당없음,1200,2,1,,,2,,,,1,,,,9,해당없음,해당없음,해당없음,7,해당없음,1500,해당없음,30,0,0,30,0,10000,해당없음,4,해당없음,30,30,1255,해당없음,해당없음,30,0,0,30,120,125,30,0,290,30,0,0,0,0,595,해당없음,해당없음,20000,해당없음
2068-09000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,3,1600,1600,해당없음,10000,3,,,,,1600,640,1,1,,,2,,,,1,,,,9,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,4,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,5,0,0,5,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,30,0,5,0,120,0,0,0,0,0,155,해당없음,21600,해당없음,해당없음
2071-09000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,3,18000,18000,320,해당없음,1,,,,,1600,3500,1,1,,,3,,,양파망,1,,,,9,해당없음,해당없음,7,해당없음,2000,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,0,500,600,해당없음,해당없음,200,0,0,200,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,400,600,200,0,100,50,0,0,폐각구입비,700,2050,해당없음,8000,해당없음,해당없음
2077-09000100,3,150,150,967,해당없음,1,,,,,150,해당없음,7,7,,,7,,,,7,,,,해당없음,0,해당없음,7,해당없음,150,해당없음,해당없음,해당없음,해당없음,해당없음,0,7,해당없음,1,1,300,해당없음,해당없음,50,0,0,50,9,30000,30000,967,해당없음,1,,,,,15000,12000,1,1,,,1,,,,1,,,,해당없음,해당없음,해당없음,7,해당없음,30000,5,0,5,0,0,0,4,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,50,0,0,50,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,700,200,100,0,2200,300,0,0,0,0,3500,150,30000,해당없음,해당없음
2078-09000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,4,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,3,20000,20000,1419,해당없음,1,,,,,18000,47000,1,1,,,2,,,,1,,,,9,해당없음,해당없음,7,해당없음,2000,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,4,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,300,0,0,300,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,4,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,2100,300,300,0,50,20,0,1000,패각,100,3870,해당없음,20000,해당없음,해당없음
2079-09000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,3,20000,20000,1800,해당없음,1,,,,,20000,8000,1,1,,,2,,,,1,,,,9,해당없음,해당없음,7,해당없음,1500,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,4,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,100,0,0,100,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,5300,500,100,0,50,70,0,300,패각,1500,7820,해당없음,20000,해당없음,해당없음
2087-08000100,2,10000,1000,30,해당없음,6,,,,포자배양실,300,900,2,3,,,1,,,,1,,,,3,0,0,7,해당없음,0,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,4,해당없음,5,해당없음,해당없음,해당없음,해당없음,0,0,0,0,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,0,0,2000,0,0,200,0,200,0,0,0,0,2400,15000,해당없음,해당없음,해당없음
2156-01000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,7,7,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,7,7,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,1,1700000,해당없음,1700000,무응답,1494,353,1,,,,,0,0,0,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,해당없음,7,해당없음,1700000,무응답,해당없음,해당없음,해당없음,해당없음,해당없음,0,0,3,26,해당없음,해당없음,해당없음,해당없음,해당없음,1800,0,0,1800,15000,600,1800,1200,6500,350,0,500,굴껍질,8840,34790,해당없음,해당없음,1700000,무응답
2601-11000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,1,15000000,해당없음,1500000,해당없음,1831,해당없음,7,,,,,1200000,해당없음,36000,1,1,,,1,,,,1,,,,9,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,20,10,10,0,0,해당없음,해당없음,7,26,해당없음,해당없음,해당없음,해당없음,해당없음,2000,0,0,2000,13000,580,2000,1100,3600,500,0,420,굴껍질,90000,30200,0,0,1500000,해당없음
0242-07000100,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,,,,,해당없음,해당없음,7,7,,,7,,,,7,,,,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,3,130000,해당없음,350000,해당없음,1201,1093,1,,,,,350000,해당없음,70000,1,1,,,3,,,생산자,1,,,,9,해당없음,해당없음,해당없음,7,해당없음,해당없음,해당없음,3,3,0,0,0,10000,해당없음,1,모름,해당없음,해당없음,해당없음,해당없음,해당없음,2500,해당없음,해당없음,2500,6000,4000,2500,3000,1000,1500,해당없음,1000,모름,2000,21000,해당없음,해당없음,150000,해당없음
